Record ID,Country,ISO3,Type,RD_Years
62822,China,CHN,Single,1.563313
62820,China,CHN,Single,0.347707
62812,China,CHN,Single,2.472279
62793,China,CHN,Single,0.314853
62792,China,CHN,Single,0.334018
62791,China,CHN,Single,1.631759
62790,China,CHN,Single,0.347707
62789,China,CHN,Single,0.325804
62788,China,CHN,Single,0.347707
62786,China,CHN,Single,0.52293
62783,China,CHN,Single,1.226557
62776,China,CHN,Single,1.270363
62775,China,CHN,Single,1.215606
62773,China,CHN,Single,1.259411
62772,China,CHN,Single,4.172485
62769,China,CHN,Single,1.355236
62766,China,CHN,Single,1.251198
62760,China,CHN,Single,1.256674
62759,China,CHN,Single,1.251198
62756,China,CHN,Single,1.212868
62750,China,CHN,Single,1.245722
62741,China,CHN,Single,1.196441
62738,China,CHN,Single,1.065024
62730,China,CHN,Single,1.188227
62728,China,CHN,Single,1.344285
62727,China,CHN,Single,1.259411
62726,China,CHN,Single,1.429158
62725,China,CHN,Single,1.407255
62724,China,CHN,Single,1.327858
62723,China,CHN,Single,2.056126
62722,China,CHN,Single,1.013005
62721,China,CHN,Single,1.38809
62720,China,CHN,Single,1.28679
62719,China,CHN,Single,0.963723
62717,China,CHN,Single,1.141684
62716,China,CHN,Single,1.051335
62710,China,CHN,Single,0.314853
62709,China,CHN,Single,0.618754
62708,China,CHN,Single,1.229295
62707,China,CHN,Single,3.622177
62705,China,CHN,Single,1.234771
62694,China,CHN,Single,0.52293
62692,China,CHN,Single,1.919233
62690,China,CHN,Single,0.347707
62689,China,CHN,Single,0.468172
62688,China,CHN,Single,0.347707
62667,China,CHN,Single,0.347707
62662,China,CHN,Single,1.204654
62660,China,CHN,Single,0.744695
62658,China,CHN,Single,0.898015
62655,China,CHN,Single,0.646133
62654,China,CHN,Single,0.558522
62653,China,CHN,Single,0.761123
62652,China,CHN,Single,0.977413
62647,China,CHN,Single,0.618754
62645,China,CHN,Single,0.429843
62644,China,CHN,Single,1.240246
62641,China,CHN,Single,1.215606
62640,China,CHN,Single,0.375086
62639,China,CHN,Single,1.292266
62638,China,CHN,Single,0.347707
62637,China,CHN,Single,0.380561
62632,China,CHN,Single,0.728268
62623,China,CHN,Single,1.251198
62618,China,CHN,Single,1.204654
62616,China,CHN,Single,1.776865
62615,China,CHN,Single,0.728268
62614,China,CHN,Single,0.717317
62612,China,CHN,Single,0.747433
62611,China,CHN,Single,0.818617
62610,China,CHN,Single,0.799452
62609,China,CHN,Single,0.851472
62608,China,CHN,Single,0.613279
62607,China,CHN,Single,0.5859
62605,China,CHN,Single,0.731006
62604,China,CHN,Single,0.632444
62601,China,CHN,Single,0.629706
62600,China,CHN,Single,0.618754
62598,China,CHN,Single,0.714579
62595,China,CHN,Single,0.594114
62593,China,CHN,Single,0.66256
62592,China,CHN,Single,0.91718
62591,China,CHN,Single,0.648871
62590,China,CHN,Single,1.379877
62589,China,CHN,Single,1.136208
62588,China,CHN,Single,1.013005
62587,China,CHN,Single,0.646133
62586,China,CHN,Single,1.935661
62585,China,CHN,Single,1.878166
62584,China,CHN,Single,1.785079
62583,China,CHN,Single,1.916496
62582,China,CHN,Single,1.804244
62579,China,CHN,Single,1.782341
62578,China,CHN,Single,1.793292
62576,China,CHN,Single,1.91102
62575,China,CHN,Single,1.924709
62574,China,CHN,Single,1.859001
62573,China,CHN,Single,1.886379
62572,China,CHN,Single,1.87269
62570,China,CHN,Single,0.744695
62569,China,CHN,Single,0.728268
62568,China,CHN,Single,0.709103
62567,China,CHN,Single,0.722793
62566,China,CHN,Single,0.607803
62565,China,CHN,Single,0.799452
62564,China,CHN,Single,0.613279
62563,China,CHN,Single,0.569473
62559,China,CHN,Single,1.760438
62557,China,CHN,Single,1.804244
62556,China,CHN,Single,0.70089
62555,China,CHN,Single,6.529774
62554,China,CHN,Single,1.763176
62553,China,CHN,Single,0.618754
62552,China,CHN,Single,1.535934
62551,China,CHN,Single,0.596851
62550,China,CHN,Single,2.086242
62544,China,CHN,Single,1.952088
62543,China,CHN,Single,2.067077
62542,China,CHN,Single,1.842574
62541,China,CHN,Single,0.944559
62522,China,CHN,Single,1.470226
62520,China,CHN,Single,1.44011
62519,China,CHN,Single,1.527721
62518,China,CHN,Single,1.453799
62517,China,CHN,Single,0.895277
62506,China,CHN,Single,1.322382
62505,China,CHN,Single,1.199179
62498,China,CHN,Single,1.226557
62497,China,CHN,Single,1.177276
62496,China,CHN,Single,1.420945
62495,China,CHN,Single,1.130732
62494,China,CHN,Single,1.377139
62493,China,CHN,Single,0.969199
62492,China,CHN,Single,1.360712
62491,China,CHN,Single,0.971937
62490,China,CHN,Single,1.125257
62489,China,CHN,Single,1.127995
62488,China,CHN,Single,5.505818
62484,China,CHN,Single,0.952772
62482,China,CHN,Single,1.188227
62481,China,CHN,Single,1.374401
62480,China,CHN,Single,1.377139
62479,China,CHN,Single,1.229295
62474,China,CHN,Single,1.54141
62471,China,CHN,Single,0.991102
62470,China,CHN,Single,3.047228
62468,China,CHN,Single,0.457221
62467,China,CHN,Single,0.487337
62466,China,CHN,Single,1.232033
62465,China,CHN,Single,1.218344
62463,China,CHN,Single,1.352498
62462,China,CHN,Single,1.675565
62459,China,CHN,Single,0.544832
62458,China,CHN,Single,0.553046
62457,China,CHN,Single,0.487337
62456,China,CHN,Single,0.490075
62440,China,CHN,Single,0.36961
62439,China,CHN,Single,1.782341
62430,China,CHN,Single,1.188227
62421,China,CHN,Single,3.088296
62420,China,CHN,Single,2.724162
62415,China,CHN,Single,9.982204
62413,China,CHN,Single,6.485969
62411,China,CHN,Single,0.66256
62410,China,CHN,Single,0.350445
62399,China,CHN,Single,0.52293
62398,China,CHN,Single,2.776181
62397,China,CHN,Single,2.877481
62396,China,CHN,Single,2.743326
62395,China,CHN,Single,2.644764
62394,China,CHN,Single,2.937714
62393,China,CHN,Single,1.919233
62391,China,CHN,Single,2.228611
62374,China,CHN,Single,0.479124
62372,China,CHN,Single,2.036961
62371,China,CHN,Single,1.229295
62370,China,CHN,Single,0.618754
62366,China,CHN,Single,1.919233
62365,China,CHN,Single,0.999316
62361,China,CHN,Single,2.036961
62356,China,CHN,Single,0.687201
62354,China,CHN,Single,0.999316
62353,China,CHN,Single,1.305955
62350,China,CHN,Single,1.919233
62347,China,CHN,Single,1.782341
62344,China,CHN,Single,1.919233
62343,China,CHN,Single,0.72553
62342,China,CHN,Single,2.321697
62341,China,CHN,Single,2.036961
62338,China,CHN,Single,0.347707
62335,China,CHN,Single,2.091718
62330,China,CHN,Single,2.091718
62326,China,CHN,Single,0.353183
62322,China,CHN,Single,0.52293
62320,China,CHN,Single,1.524983
62319,China,CHN,Single,0.657084
62318,China,CHN,Single,1.021218
62316,China,CHN,Single,1.106092
62315,China,CHN,Single,1.10883
62314,China,CHN,Single,1.817933
62313,China,CHN,Single,2.472279
62312,China,CHN,Single,1.111567
62311,China,CHN,Single,1.530459
62310,China,CHN,Single,1.229295
62309,China,CHN,Single,1.28679
62308,China,CHN,Single,1.163587
62307,China,CHN,Single,1.423682
62306,China,CHN,Single,1.316906
62305,China,CHN,Single,1.114305
62304,China,CHN,Single,1.355236
62303,China,CHN,Single,1.169062
62302,China,CHN,Single,1.040383
62301,China,CHN,Single,1.059548
62299,China,CHN,Single,1.336071
62298,China,CHN,Single,1.10883
62297,China,CHN,Single,0.87885
62296,China,CHN,Single,1.152635
62295,China,CHN,Single,1.278576
62294,China,CHN,Single,1.264887
62293,China,CHN,Single,1.705681
62292,China,CHN,Single,1.34976
62291,China,CHN,Single,0.999316
62290,China,CHN,Single,1.226557
62289,China,CHN,Single,1.804244
62288,China,CHN,Single,1.826146
62287,China,CHN,Single,1.130732
62286,China,CHN,Single,1.078713
62285,China,CHN,Single,1.051335
62284,China,CHN,Single,1.571526
62283,China,CHN,Single,2.907598
62281,China,CHN,Single,1.278576
62280,China,CHN,Single,1.097878
62279,China,CHN,Single,1.869952
62278,China,CHN,Single,1.103354
62277,China,CHN,Single,2.061602
62276,China,CHN,Single,1.149897
62275,China,CHN,Single,1.98768
62274,China,CHN,Single,2.680356
62273,China,CHN,Single,1.481177
62272,China,CHN,Single,1.141684
62271,China,CHN,Single,0.865161
62270,China,CHN,Single,1.177276
62269,China,CHN,Single,1.0705
62268,China,CHN,Single,1.023956
62266,China,CHN,Single,1.067762
62265,China,CHN,Single,1.177276
62264,China,CHN,Single,1.760438
62261,China,CHN,Single,1.472964
62260,China,CHN,Single,1.251198
62258,China,CHN,Single,1.149897
62257,China,CHN,Single,1.585216
62256,China,CHN,Single,1.223819
62255,China,CHN,Single,1.177276
62254,China,CHN,Single,1.232033
62253,China,CHN,Single,1.026694
62252,China,CHN,Single,1.092402
62251,China,CHN,Single,1.297741
62250,China,CHN,Single,1.930185
62249,China,CHN,Single,1.040383
62248,China,CHN,Single,1.514031
62247,China,CHN,Single,1.462012
62246,China,CHN,Single,1.078713
62245,China,CHN,Single,1.64271
62244,China,CHN,Single,1.557837
62243,China,CHN,Single,1.034908
62241,China,CHN,Single,1.533196
62240,China,CHN,Single,1.648186
62239,China,CHN,Single,1.149897
62237,China,CHN,Single,0.977413
62236,China,CHN,Single,1.204654
62235,China,CHN,Single,2.759754
62234,China,CHN,Single,1.212868
62233,China,CHN,Single,1.489391
62232,China,CHN,Single,1.900068
62231,China,CHN,Single,1.524983
62230,China,CHN,Single,1.492129
62229,China,CHN,Single,1.319644
62228,China,CHN,Single,1.188227
62227,China,CHN,Single,1.533196
62226,China,CHN,Single,1.366188
62225,China,CHN,Single,1.566051
62224,China,CHN,Single,0.383299
62223,China,CHN,Single,1.327858
62222,China,CHN,Single,0.982888
62220,China,CHN,Single,1.826146
62218,China,CHN,Single,0.487337
62217,China,CHN,Single,1.013005
62216,China,CHN,Single,1.114305
62215,China,CHN,Single,1.240246
62214,China,CHN,Single,0.832307
62212,China,CHN,Single,1.587953
62211,China,CHN,Single,0.859685
62210,China,CHN,Single,0.87885
62209,China,CHN,Single,0.936345
62207,China,CHN,Single,1.01848
62206,China,CHN,Single,1.399042
62205,China,CHN,Single,0.982888
62203,China,CHN,Single,0.613279
62201,China,CHN,Single,1.626283
62199,China,CHN,Single,1.010267
62197,China,CHN,Single,1.308693
62194,China,CHN,Single,1.073238
62193,China,CHN,Single,1.527721
62192,China,CHN,Single,0.982888
62191,China,CHN,Single,1.360712
62190,China,CHN,Single,1.13347
62189,China,CHN,Single,1.037645
62188,China,CHN,Single,1.021218
62187,China,CHN,Single,1.366188
62186,China,CHN,Single,1.861739
62184,China,CHN,Single,1.106092
62183,China,CHN,Single,1.308693
62181,China,CHN,Single,1.130732
62180,China,CHN,Single,1.396304
62179,China,CHN,Single,1.546886
62178,China,CHN,Single,1.36345
62177,China,CHN,Single,0.982888
62176,China,CHN,Single,1.177276
62175,China,CHN,Single,1.295003
62174,China,CHN,Single,1.180014
62170,China,CHN,Single,1.451061
62169,China,CHN,Single,1.067762
62168,China,CHN,Single,1.240246
62167,China,CHN,Single,1.245722
62166,China,CHN,Single,1.91102
62165,China,CHN,Single,0.594114
62161,China,CHN,Single,1.467488
62160,China,CHN,Single,0.971937
62159,China,CHN,Single,1.941136
62158,China,CHN,Single,1.097878
62157,China,CHN,Single,1.054073
62156,China,CHN,Single,1.960301
62155,China,CHN,Single,1.894593
62154,China,CHN,Single,1.344285
62153,China,CHN,Single,1.546886
62152,China,CHN,Single,1.177276
62151,China,CHN,Single,1.002053
62147,China,CHN,Single,1.09514
62146,China,CHN,Single,1.434634
62144,China,CHN,Single,1.059548
62142,China,CHN,Single,1.180014
62141,China,CHN,Single,1.374401
62140,China,CHN,Single,1.524983
62139,China,CHN,Single,1.218344
62138,China,CHN,Single,1.180014
62137,China,CHN,Single,1.429158
62136,China,CHN,Single,2.064339
62134,China,CHN,Single,1.919233
62133,China,CHN,Single,2.206708
62132,China,CHN,Single,2.187543
62131,China,CHN,Single,2.214921
62130,China,CHN,Single,2.414784
62129,China,CHN,Single,2.02601
62124,China,CHN,Single,2.841889
62123,China,CHN,Single,2.469541
62120,China,CHN,Single,2.16564
62119,China,CHN,Single,2.187543
62118,China,CHN,Single,1.472964
62115,China,CHN,Single,2.283368
62111,China,CHN,Single,1.500342
62110,China,CHN,Single,2.042437
62109,China,CHN,Single,2.171116
62108,China,CHN,Single,2.581793
62107,China,CHN,Single,2.069815
62106,China,CHN,Single,2.01232
62103,China,CHN,Single,2.568104
62102,China,CHN,Single,2.510609
62101,China,CHN,Single,1.24846
62100,China,CHN,Single,1.106092
62099,China,CHN,Single,1.067762
62098,China,CHN,Single,2.034223
62096,China,CHN,Single,2.036961
62095,China,CHN,Single,2.603696
62094,China,CHN,Single,1.587953
62093,China,CHN,Single,1.486653
62090,China,CHN,Single,2.275154
62089,China,CHN,Single,1.837098
62088,China,CHN,Single,1.861739
62087,China,CHN,Single,1.94935
62085,China,CHN,Single,1.960301
62079,China,CHN,Single,2.699521
62075,China,CHN,Single,1.954825
62074,China,CHN,Single,1.954825
62071,China,CHN,Single,1.765914
62069,China,CHN,Single,1.64271
62068,China,CHN,Single,1.913758
62067,China,CHN,Single,1.845311
62065,China,CHN,Single,1.409993
62063,China,CHN,Single,1.232033
62062,China,CHN,Single,2.121834
62061,China,CHN,Single,1.930185
62060,China,CHN,Single,1.993155
62059,China,CHN,Single,1.645448
62057,China,CHN,Single,1.557837
62055,China,CHN,Single,2.614648
62054,China,CHN,Single,2.26694
62053,China,CHN,Single,1.563313
62051,China,CHN,Single,1.831622
62050,China,CHN,Single,1.801506
62049,China,CHN,Single,2.206708
62048,China,CHN,Single,1.199179
62041,China,CHN,Single,1.957563
62040,China,CHN,Single,1.494867
62039,China,CHN,Single,1.859001
62038,China,CHN,Single,1.494867
62037,China,CHN,Single,1.322382
62036,China,CHN,Single,1.514031
62035,China,CHN,Single,2.934976
62034,China,CHN,Single,2.568104
62032,China,CHN,Single,1.500342
62031,China,CHN,Single,1.817933
62020,China,CHN,Single,1.691992
62018,China,CHN,Single,1.538672
62016,China,CHN,Single,2.277892
62014,China,CHN,Single,1.242984
62013,China,CHN,Single,1.837098
62012,China,CHN,Single,2.63655
62008,China,CHN,Single,1.568789
62007,China,CHN,Single,1.894593
62002,China,CHN,Single,2.056126
62001,China,CHN,Single,1.593429
61998,China,CHN,Single,1.954825
61995,China,CHN,Single,1.193703
61994,China,CHN,Single,1.598905
61993,China,CHN,Single,1.749487
61989,China,CHN,Single,2.072553
61988,China,CHN,Single,1.160849
61987,China,CHN,Single,2.57358
61986,China,CHN,Single,1.078713
61982,China,CHN,Single,1.596167
61981,China,CHN,Single,2.277892
61979,China,CHN,Single,1.976728
61978,China,CHN,Single,1.544148
61977,China,CHN,Single,2.102669
61976,China,CHN,Single,1.798768
61975,China,CHN,Single,1.623546
61974,China,CHN,Single,1.590691
61961,China,CHN,Single,1.010267
61960,China,CHN,Single,1.546886
61959,China,CHN,Single,1.152635
61957,China,CHN,Single,1.073238
61956,China,CHN,Single,1.423682
61942,China,CHN,Single,1.535934
61940,China,CHN,Single,1.749487
61939,China,CHN,Single,2.01232
61938,China,CHN,Single,1.245722
61936,China,CHN,Single,2.680356
61933,China,CHN,Single,2.143737
61932,China,CHN,Single,1.149897
61930,China,CHN,Single,2.286105
61929,China,CHN,Single,1.670089
61928,China,CHN,Single,1.149897
61925,China,CHN,Single,1.820671
61922,China,CHN,Single,1.596167
61921,China,CHN,Single,1.97399
61920,China,CHN,Single,2.554415
61918,China,CHN,Single,1.749487
61916,China,CHN,Single,1.472964
61915,China,CHN,Single,1.530459
61913,China,CHN,Single,1.83436
61911,China,CHN,Single,1.472964
61910,China,CHN,Single,1.152635
61909,China,CHN,Single,1.297741
61908,China,CHN,Single,2.360027
61907,China,CHN,Single,2.143737
61906,China,CHN,Single,1.029432
61899,China,CHN,Single,2.715948
61897,China,CHN,Single,1.462012
61895,China,CHN,Single,2.439425
61894,China,CHN,Single,1.859001
61893,China,CHN,Single,2.01232
61891,China,CHN,Single,1.089665
61889,China,CHN,Single,2.455852
61887,China,CHN,Single,1.538672
61886,China,CHN,Single,1.913758
61885,China,CHN,Single,1.94935
61884,China,CHN,Single,2.603696
61883,China,CHN,Single,2.644764
61882,China,CHN,Single,1.002053
61881,China,CHN,Single,1.511294
61880,China,CHN,Single,2.540726
61879,China,CHN,Single,1.511294
61875,China,CHN,Single,2.477755
61874,China,CHN,Single,2.245038
61873,China,CHN,Single,1.648186
61872,China,CHN,Single,1.878166
61871,China,CHN,Single,2.245038
61867,China,CHN,Single,1.538672
61865,China,CHN,Single,2.721424
61863,China,CHN,Single,1.40178
61862,China,CHN,Single,1.708419
61861,China,CHN,Single,2.570842
61859,China,CHN,Single,2.475017
61858,China,CHN,Single,1.629021
61857,China,CHN,Single,1.61807
61856,China,CHN,Single,2.206708
61855,China,CHN,Single,2.02601
61853,China,CHN,Single,2.45859
61851,China,CHN,Single,1.456537
61849,China,CHN,Single,2.63655
61848,China,CHN,Single,1.467488
61845,China,CHN,Single,1.744011
61844,China,CHN,Single,1.998631
61841,China,CHN,Single,2.149213
61840,China,CHN,Single,2.551677
61837,China,CHN,Single,2.414784
61835,China,CHN,Single,2.494182
61834,China,CHN,Single,2.223135
61833,China,CHN,Single,1.223819
61832,China,CHN,Single,1.448323
61831,China,CHN,Single,1.28679
61830,China,CHN,Single,1.820671
61829,China,CHN,Single,1.530459
61828,China,CHN,Single,1.497604
61827,China,CHN,Single,2.272416
61826,China,CHN,Single,2.064339
61825,China,CHN,Single,2.080767
61824,China,CHN,Single,1.196441
61823,China,CHN,Single,1.609856
61820,China,CHN,Single,2.439425
61819,China,CHN,Single,1.54141
61817,China,CHN,Single,2.57358
61816,China,CHN,Single,1.984942
61815,China,CHN,Single,2.006845
61813,China,CHN,Single,2.195756
61812,China,CHN,Single,2.236824
61811,China,CHN,Single,2.63655
61810,China,CHN,Single,2.543463
61809,China,CHN,Single,2.527036
61808,China,CHN,Single,2.565366
61806,China,CHN,Single,1.902806
61804,China,CHN,Single,2.340862
61803,China,CHN,Single,1.960301
61801,China,CHN,Single,1.859001
61800,China,CHN,Single,2.132786
61799,China,CHN,Single,1.64271
61797,China,CHN,Single,1.94935
61796,China,CHN,Single,2.26694
61795,China,CHN,Single,1.270363
61794,China,CHN,Single,1.114305
61792,China,CHN,Single,2.036961
61791,China,CHN,Single,1.902806
61788,China,CHN,Single,2.053388
61786,China,CHN,Single,1.242984
61785,China,CHN,Single,1.629021
61784,China,CHN,Single,1.97399
61783,China,CHN,Single,2.157426
61781,China,CHN,Single,1.511294
61780,China,CHN,Single,1.615332
61779,China,CHN,Single,1.136208
61778,China,CHN,Single,2.475017
61777,China,CHN,Single,2.316222
61776,China,CHN,Single,2.455852
61775,China,CHN,Single,2.091718
61774,China,CHN,Single,2.428474
61772,China,CHN,Single,1.582478
61771,China,CHN,Single,1.856263
61770,China,CHN,Single,1.631759
61769,China,CHN,Single,2.028747
61763,China,CHN,Single,2.592745
61761,China,CHN,Single,1.396304
61759,China,CHN,Single,1.420945
61758,China,CHN,Single,2.620123
61755,China,CHN,Single,1.94935
61754,China,CHN,Single,2.036961
61753,China,CHN,Single,2.565366
61752,China,CHN,Single,1.574264
61751,China,CHN,Single,2.540726
61750,China,CHN,Single,1.500342
61749,China,CHN,Single,2.069815
61748,China,CHN,Single,2.631075
61747,China,CHN,Single,1.538672
61746,China,CHN,Single,1.114305
61740,China,CHN,Single,1.527721
61738,China,CHN,Single,2.2423
61737,China,CHN,Single,2.620123
61735,China,CHN,Single,1.746749
61734,China,CHN,Single,1.604381
61732,China,CHN,Single,1.533196
61722,China,CHN,Single,2.034223
61721,China,CHN,Single,1.051335
61719,China,CHN,Single,2.110883
61718,China,CHN,Single,2.149213
61716,China,CHN,Single,1.998631
61714,China,CHN,Single,1.199179
61713,China,CHN,Single,1.845311
61711,China,CHN,Single,2.201232
61709,China,CHN,Single,1.900068
61708,China,CHN,Single,1.875428
61707,China,CHN,Single,2.628337
61702,China,CHN,Single,1.94935
61701,China,CHN,Single,2.735113
61698,China,CHN,Single,1.494867
61696,China,CHN,Single,2.368241
61695,China,CHN,Single,1.54141
61694,China,CHN,Single,2.042437
61693,China,CHN,Single,2.031485
61692,China,CHN,Single,2.524298
61691,China,CHN,Single,1.878166
61690,China,CHN,Single,2.587269
61689,China,CHN,Single,2.543463
61688,China,CHN,Single,1.798768
61687,China,CHN,Single,1.497604
61684,China,CHN,Single,2.036961
61683,China,CHN,Single,2.554415
61679,China,CHN,Single,2.168378
61674,China,CHN,Single,2.685832
61673,China,CHN,Single,1.64271
61672,China,CHN,Single,1.98768
61669,China,CHN,Single,1.993155
61668,China,CHN,Single,2.220397
61667,China,CHN,Single,2.05065
61663,China,CHN,Single,1.954825
61656,China,CHN,Single,2.617385
61655,China,CHN,Single,2.206708
61653,China,CHN,Single,2.206708
61652,China,CHN,Single,1.555099
61651,China,CHN,Single,1.845311
61649,China,CHN,Single,1.574264
61648,China,CHN,Single,1.839836
61647,China,CHN,Single,2.171116
61645,China,CHN,Single,1.415469
61640,China,CHN,Single,2.30527
61638,China,CHN,Single,1.147159
61637,China,CHN,Single,1.1718
61635,China,CHN,Single,1.240246
61634,China,CHN,Single,1.730322
61633,China,CHN,Single,1.163587
61632,China,CHN,Single,1.169062
61631,China,CHN,Single,1.237509
61630,China,CHN,Single,1.661875
61610,China,CHN,Single,1.7577
61609,China,CHN,Single,1.09514
61608,China,CHN,Single,1.700205
61607,China,CHN,Single,2.666667
61606,China,CHN,Single,2.01232
61603,China,CHN,Single,1.776865
61601,China,CHN,Single,1.138946
61599,China,CHN,Single,1.930185
61597,China,CHN,Single,1.749487
61596,China,CHN,Single,1.475702
61595,China,CHN,Single,1.779603
61594,China,CHN,Single,1.232033
61591,China,CHN,Single,1.754962
61590,China,CHN,Single,2.069815
61587,China,CHN,Single,1.147159
61585,China,CHN,Single,1.861739
61584,China,CHN,Single,1.639973
61582,China,CHN,Single,1.976728
61581,China,CHN,Single,1.648186
61578,China,CHN,Single,1.190965
61577,China,CHN,Single,1.609856
61576,China,CHN,Single,1.130732
61575,China,CHN,Single,1.106092
61572,China,CHN,Single,1.086927
61571,China,CHN,Single,1.13347
61556,China,CHN,Single,1.149897
61555,China,CHN,Single,1.319644
61554,China,CHN,Single,1.147159
61553,China,CHN,Single,1.593429
61552,China,CHN,Single,1.336071
61551,China,CHN,Single,1.297741
61550,China,CHN,Single,1.316906
61549,China,CHN,Single,0.914442
61548,China,CHN,Single,1.880903
61547,China,CHN,Single,1.366188
61546,China,CHN,Single,1.689254
61545,China,CHN,Single,2.398357
61544,China,CHN,Single,1.05681
61543,China,CHN,Single,1.278576
61542,China,CHN,Single,2.036961
61541,China,CHN,Single,1.1718
61540,China,CHN,Single,1.938398
61539,China,CHN,Single,1.065024
61538,China,CHN,Single,1.242984
61537,China,CHN,Single,2.009582
61536,China,CHN,Single,1.13347
61535,China,CHN,Single,1.300479
61534,China,CHN,Single,1.251198
61533,China,CHN,Single,1.563313
61532,China,CHN,Single,1.169062
61531,China,CHN,Single,1.09514
61530,China,CHN,Single,1.519507
61529,China,CHN,Single,1.09514
61528,China,CHN,Single,1.114305
61527,China,CHN,Single,2.9295
61526,China,CHN,Single,1.730322
61525,China,CHN,Single,1.357974
61524,China,CHN,Single,1.782341
61523,China,CHN,Single,1.648186
61522,China,CHN,Single,1.64271
61521,China,CHN,Single,1.418207
61520,China,CHN,Single,1.180014
61519,China,CHN,Single,1.415469
61518,China,CHN,Single,1.776865
61517,China,CHN,Single,1.549624
61516,China,CHN,Single,1.054073
61515,China,CHN,Single,1.560575
61514,China,CHN,Single,1.21013
61513,China,CHN,Single,1.711157
61512,China,CHN,Single,4.73922
61511,China,CHN,Single,1.722108
61510,China,CHN,Single,1.530459
61509,China,CHN,Single,1.336071
61508,China,CHN,Single,1.429158
61507,China,CHN,Single,2.765229
61505,China,CHN,Single,1.086927
61503,China,CHN,Single,1.289528
61502,China,CHN,Single,1.149897
61501,China,CHN,Single,1.149897
61500,China,CHN,Single,1.919233
61498,China,CHN,Single,1.193703
61497,China,CHN,Single,1.097878
61496,China,CHN,Single,1.245722
61495,China,CHN,Single,1.086927
61494,China,CHN,Single,1.149897
61493,China,CHN,Single,1.481177
61492,China,CHN,Single,1.188227
61491,China,CHN,Single,1.188227
61490,China,CHN,Single,1.303217
61489,China,CHN,Single,1.106092
61487,China,CHN,Single,1.229295
61486,China,CHN,Single,1.28679
61484,China,CHN,Single,1.190965
61483,China,CHN,Single,1.437372
61482,China,CHN,Single,1.169062
61481,China,CHN,Single,1.393566
61480,China,CHN,Single,1.442847
61479,China,CHN,Single,1.029432
61478,China,CHN,Single,1.861739
61477,China,CHN,Single,2.099932
61476,China,CHN,Single,1.878166
61475,China,CHN,Single,0.906229
61474,China,CHN,Single,1.379877
61473,China,CHN,Single,1.086927
61472,China,CHN,Single,1.38809
61471,China,CHN,Single,1.078713
61470,China,CHN,Single,1.314168
61469,China,CHN,Single,1.073238
61468,China,CHN,Single,1.305955
61467,China,CHN,Single,1.390828
61466,China,CHN,Single,1.051335
61465,China,CHN,Single,1.886379
61463,China,CHN,Single,1.03217
61462,China,CHN,Single,1.900068
61461,China,CHN,Single,1.237509
61460,China,CHN,Single,1.396304
61458,China,CHN,Single,1.059548
61457,China,CHN,Single,2.803559
61455,China,CHN,Single,2.045175
61453,China,CHN,Single,1.193703
61452,China,CHN,Single,1.850787
61451,China,CHN,Single,1.097878
61450,China,CHN,Single,1.481177
61448,China,CHN,Single,1.1718
61446,China,CHN,Single,1.13347
61444,China,CHN,Single,1.366188
61437,China,CHN,Single,2.3436
61436,China,CHN,Single,1.015743
61435,China,CHN,Single,1.919233
61431,China,CHN,Single,1.215606
61430,China,CHN,Single,1.226557
61429,China,CHN,Single,1.305955
61428,China,CHN,Single,1.067762
61427,China,CHN,Single,1.089665
61426,China,CHN,Single,1.79603
61425,China,CHN,Single,1.297741
61424,China,CHN,Single,1.054073
61423,China,CHN,Single,1.188227
61422,China,CHN,Single,2.236824
61421,China,CHN,Single,1.215606
61420,China,CHN,Single,1.059548
61419,China,CHN,Single,1.601643
61418,China,CHN,Single,1.38809
61417,China,CHN,Single,1.251198
61416,China,CHN,Single,1.765914
61414,China,CHN,Single,1.141684
61413,China,CHN,Single,1.776865
61412,China,CHN,Single,1.932923
61411,China,CHN,Single,1.839836
61410,China,CHN,Single,1.03217
61409,China,CHN,Single,2.004107
61408,China,CHN,Single,1.976728
61399,China,CHN,Single,0.618754
61397,China,CHN,Single,1.297741
61396,China,CHN,Single,1.716632
61395,China,CHN,Single,1.705681
61394,China,CHN,Single,1.13347
61393,China,CHN,Single,1.683778
61392,China,CHN,Single,1.336071
61391,China,CHN,Single,1.229295
61390,China,CHN,Single,1.218344
61388,China,CHN,Single,3.29911
61387,China,CHN,Single,6.028747
61386,China,CHN,Single,0.659822
61385,China,CHN,Single,2.781656
61384,China,CHN,Single,0.780287
61383,China,CHN,Single,0.698152
61382,China,CHN,Single,0.982888
61381,China,CHN,Single,0.881588
61380,China,CHN,Single,1.626283
61379,China,CHN,Single,0.974675
61368,China,CHN,Single,1.149897
61367,China,CHN,Single,1.626283
61366,China,CHN,Single,1.442847
61365,China,CHN,Single,1.420945
61364,China,CHN,Single,1.166324
61362,China,CHN,Single,1.303217
61360,China,CHN,Single,1.130732
61359,China,CHN,Single,1.787817
61358,China,CHN,Single,2.214921
61349,China,CHN,Single,4.465435
61348,China,CHN,Single,1.735797
61347,China,CHN,Single,1.648186
61346,China,CHN,Single,1.700205
61345,China,CHN,Single,1.634497
61344,China,CHN,Single,1.648186
61343,China,CHN,Single,1.71937
61342,China,CHN,Single,9.57974
61341,China,CHN,Single,1.675565
61340,China,CHN,Single,1.71937
61339,China,CHN,Single,1.645448
